CBG10375.1	708,987	795,1032
CBG24786.1	6926,7006,7176,7691	6927,7046,7405,7945
CBG24787.1	8521,8840,8955	8704,8884,9337
CBG24788a.1	10076,10620,11443,11939,12200,12366,12614,13126	10430,11249,11487,12106,12248,12408,12984,13173
CBG24788b.1	11443,11939,12200,12366,12614,13126	11487,12106,12248,12408,12984,13173
CBG24795.1	3116,3564,4543,4734	3162,4240,4593,4784
CBG24797.1	9189	9247
CBG24799.1	4475,4708,5362	4608,5237,11853
CBG24802.1	286,1552	785,3101
CBG24803a.1	4504,6585	5836,7668
CBG24803b.1	4504	7668
CBG24804a.1	8104,9877,10706,11577,11929	9338,10435,11466,11622,12379
CBG24804b.1	8104,9877,11577,11929	9338,11466,11622,12379
CBG24806.1	2345,2447	2399,2448
CBG24807.1	8269	8334
CBG24808.1	9662	9838
CBG24809.1	12129	12403
CBG24817.1	1295,1739	1342,2069
CBG24821.1	11172	11243
CBG24829.1	658,888	715,1510
CBG24830.1	5437,6142,6425,7017,7118,7216,7391,8593,8843,9581	6061,6236,6919,7079,7166,7259,8403,8670,9444,9709
CBG24831.1	10363,10847,11043	10699,10894,11091
CBG24833.1	7798,8045,8426,8725,9798,10001,10377	7850,8095,8468,9270,9851,10045,10421
CBG24834a.1	10932,11207,11570,11751	11007,11249,11618,11797
CBG24834b.1	10932,11207,11570,11751	10977,11249,11618,11797
CBG24834c.1	11207,11570,11751	11249,11618,11797
CBG29787a.1	3507,3734,3898,4320,4558,4783	3554,3784,3948,4389,4668,4828
CBG29787b.1	3734,3898,4320,4783	3784,3948,4389,4828
CBG29788.1	102,294	149,335
CBG24855.1	10043,10208,10422,10600,10825,10988,11208	10089,10251,10481,10642,10869,11031,11252
CBG24857a.1	4490,5252,6057,6710,6822	4571,5572,6154,6752,7323
CBG24857b.1	4490,5252,6057,6710,6822	4571,5572,6145,6752,7329
CBG30966.1	283	328
CBG24859.1	1563,3691,4719,5609,5846,6153,6825	3523,4470,5520,5687,5966,6661,9900
CBG24861.1	3171	3217
CBG24862.1	4265,4674,4863,5047,5220,5774	4460,4718,4911,5095,5534,6062
CBG24864.1	8949,9270,9466,9671	8991,9350,9514,9740
CBG31187.1	6975,7168,7349,7516,7921	7023,7213,7391,7687,7961
CBG24867.1	9079,9528,9852,10436	9224,9597,9945,10501
CBG24871.1	8669,8773	8715,9197
CBG26756.1	235,358	297,402
CBG24873.1	2147,2409,4279,5664,5951	2282,3987,5475,5876,6314
CBG29789.1	7059	9059
CBG24875.1	374,676,865,1780	416,723,1700,1827
CBG24876.1	4212,4721	4271,4959
CBG24878.1	7241	7286
CBG24879.1	8438,8706	8488,8750
CBG26758.1	2900,3235	2959,3982
CBG24882.1	302,1037,1634	348,1490,2008
CBG24884.1	7139,7347,7491,7654,8241,8373	7185,7393,7533,8123,8288,8468
CBG24890.1	958,1763,2130,2979,3853	1603,1817,2707,3745,4228
CBG24891.1	5675,6380,7499	6020,7285,8141
CBG24892.1	515,822,1034,1197,1682,2004,2416,2616	749,887,1078,1537,1760,2057,2460,2798
CBG24893.1	7310	7354
CBG24895.1	4298,4569,4826,5274,5450	4432,4612,4872,5320,5490
CBG26759.1	1027,1843	1678,1891
CBG24900.1	426,793,2177,3005,3943	679,1868,2716,3713,4323
CBG29790.1	4722,4953,5557	4899,5487,5805
CBG24901.1	2908,3222,4379,4647	2955,4193,4424,4692
CBG24902.1	89,295,1070,1307	131,777,1120,1364
CBG24904.1	6647	6898
CBG24910.1	5072,5529,5762,6207	5279,5579,5860,6253
CBG26760.1	186,1626,1743	1527,1672,2142
CBG24914.1	284,1316,1443,1664,1827	1194,1356,1513,1707,3594
CBG24916.1	2347,2692	2497,3485
CBG24917.1	3981,4275,4480,5852	4027,4337,5605,5899
CBG24918.1	360	410
CBG24919.1	1501,1768	1548,1813
CBG24920.1	3164,3460	3207,3509
CBG24922.1	5924	5970
CBG26761.1	205,808	669,1754
CBG24924.1	572,1756,2054,2550,2895,3739	1679,1884,2417,2813,3648,3917
CBG24927.1	702	923
CBG24928.1	3464	4296
CBG24931.1	2080,2179,2885,3078,3429,3736,3924,4085,4258,4423	2175,2761,2928,3121,3474,3780,3968,4130,4302,4465
CBG24931.2	2885,3078,3429,3736,3924,4085,4258,4423	2928,3121,3474,3780,3968,4130,4302,4465
CBG31143.1	4998,5423,5616,5967	5301,5466,5659,6012
CBG24933.1	591,726,861	643,770,2781
CBG24936a.1	1068,1257,1834	1113,1455,1998
CBG24936a.2	1068,1257	1113,1455
CBG24936b.1	1257,1834	1455,1998
CBG24936b.2	1257	1455
CBG24937.1	2462	2689
CBG24940.1	4607,4677,5102	4607,4920,5843
CBG29791.1	3178	3769
CBG24939.1	1192,1337	1232,1387
CBG24941.1	4455,5475	5371,5527
CBG24943.1	2368,2638,3379,4028	2550,3276,3952,4656
CBG24944.1	5782	5837
CBG24951.1	1122,1541,2064	1396,1592,2117
CBG24952.1	4075,4423,5206	4206,4692,5887
CBG24953.1	2868,3496,3864,4250,5073	3408,3536,3913,4895,5122
CBG24954.1	2700,4447,5172	4088,4974,5563
CBG24955.1	457	599
CBG24958.1	872,1939	1272,2822
CBG24959.1	3793,4059,4215	3866,4106,4264
CBG29792.1	1213,1392,1580	1253,1441,1624
CBG24960.1	337	506
CBG24962.1	2090,2320,2522,2670,2914,3031	2133,2364,2567,2713,2960,3076
CBG24963.1	3650,3812,4014	3702,3917,4090
CBG24964.1	4625,4777,4957,5125,5325,5539,5709	4667,4819,5001,5167,5369,5586,5760
CBG24969.1	2845,3021	2889,3070
CBG24970.1	3847,4281,4409,4508	3900,4328,4454,4559
CBG24971.1	169,360,598	293,443,1165
CBG24972.1	3583,3949	3663,4617
CBG24974.1	1225,1343	1273,1389
CBG24980.1	4009	4088
CBG24983.1	2813,3930	3647,3931
CBG24985.1	206,327,955	252,329,1001
CBG24986.1	3190,3318,3509	3236,3374,3842
CBG24987.1	299,518	344,573
CBG24988.1	2039,2258	2083,2303
CBG24989.1	3398,3618	3443,3662
CBG24991.1	383,559	426,604
CBG24992.1	683	723
CBG24994.1	1406,1542,1748,1858,2513	1448,1586,1796,2269,2639
CBG24997.1	3343	3383
CBG24998.1	3022	3068
CBG25001.1	1430,1727	1618,2562
CBG26764.1	694	1408
CBG25007.1	750,938,1213,2934,3159	808,996,2642,2985,3214
CBG25008.1	2814	2860
CBG25012.1	897,1070	947,1888
CBG25013.1	889,1354,3217	949,3044,3255
CBG25014.1	82	129
CBG25015.1	2355,2602,2840	2406,2648,2889
CBG31142.1	519	561
CBG25016.1	2276	2314
CBG26765.1	2478,2832	2733,3294
CBG25021.1	473,1450	815,2203
CBG25022.1	2710,2839,3019,3161	2738,2856,3050,3204
CBG25024.1	762,961,1225,1498,1698,1964,2085,2272,2425,2685	817,1005,1267,1544,1740,2007,2131,2315,2467,2724
CBG25025.1	2101,2784,3018	2653,2907,3071
CBG25028.1	525,820,1048,1233	677,964,1094,1326
CBG25029.1	1439,2470	2226,2523
CBG25032.1	424,747,2054,2174,2464	470,1667,2098,2247,2512
CBG25033.1	1429	2378
CBG25037.1	1597	1643
CBG25041.1	234,774	677,835
CBG25042.1	361,812,961	660,868,1400
CBG25058.1	1082,1325,1533,1780,1896	1254,1428,1696,1826,1943
CBG25059.1	406	2276
CBG25073.1	509,926,1087,1253	842,994,1135,1298
CBG25074.1	551,780,946,1122,1290,1573	596,828,995,1175,1457,1574
CBG25076.1	1047,1376	1260,1433
CBG25084.1	940,1061	988,1140
CBG30922.1	149,268	195,368
CBG25087.1	80	786
CBG25088.1	928,1151	972,1627
CBG25094.1	447,764,1486	691,812,1553
CBG25095.1	608	1388
CBG25097.1	464	503
CBG25098.1	287,1172	954,1224
CBG00280.1	614259,614754	614310,614766
CBG00282.1	608310,608495,608780,609699,610071,610956	608351,608538,609513,609908,610513,611165
CBG00285.1	590959,591160,591754	591051,591653,592538
CBG00288.1	570098,570406,570578,570738,570816,572379,572481,576351,576482,576799,577006,577433,578159,578366,578999,579314,579581,579884,580511,580644,580753,580873,581026,581175,581255,581935,582158,582365,583052,583194,583467,583605,583740	570298,570469,570628,570739,572176,572435,576147,576390,576621,576874,577084,577971,578204,578781,579044,579402,579743,580399,580561,580689,580798,580917,581071,581215,581877,581981,582282,582854,583103,583309,583512,583652,583790
CBG00290.1	560232,560602,561583,562821	560467,561083,562696,563077
CBG00291.1	558211,558413	558328,558470
CBG00292.1	554400,555456,556140,556405,556958,557113,557535	555340,556037,556260,556768,557032,557260,557585
CBG00293.1	547011,547088,549486,550151,550623	547012,549326,550006,550481,552871
CBG00294.1	547469,548146,548999	547989,548680,549099
CBG00297a.1	530329,530921,531054,531185,531412,531727,531929,532111,532747,532912,533136,533275,533384,534092,534759,535011,535125,535294,535650,536585,536709,537167,538113,538233,538535,538855,539682,540019,540180,544163,544438,544556,545177,545336	530837,530966,531095,531230,531645,531785,532041,532655,532830,532962,533205,533329,533994,534582,534953,535079,535175,535538,536501,536651,536997,537927,538166,538338,538666,539624,539729,540072,544014,544252,544489,544798,545225,545677
CBG00297b.1	530329,530921,531054,531185,531412,531727,531929,532111,532326,532747,532912,533136,533275,533384,534092,534759,535011,535125,535294,535650,536585,536709,537167,538113,538233,538535,538855,539682,540019,540180,544163,544438,544556,545177,545336	530837,530966,531095,531230,531645,531785,532041,532256,532655,532830,532962,533205,533329,533994,534582,534953,535079,535175,535538,536501,536651,536997,537927,538166,538338,538666,539624,539729,540072,544014,544252,544489,544798,545225,545677
CBG00300.1	506688,507599,508700	507362,508253,509817
CBG00301.1	501830,502048,502247,503956,504675	501957,502116,503664,504306,505345
CBG00302.1	500369	500415
CBG00303.1	497584,497760,497926,498122,498378	497634,497808,497968,498170,498424
CBG00304.1	495570	495643
CBG00305.1	475437,477451,478614,479055,493852,494735	477096,478426,478902,493727,494635,494823
CBG00306.1	479490,479744,481712,483876,484024,484444,485159,486013,486855,487707,488054	479660,481596,483642,483944,484073,484910,485859,486749,487520,487939,488608
CBG00308a.1	468802,472408,472569,472928	472192,472496,472674,473267
CBG00308b.1	468802,469826	469330,470747
CBG00309.1	459748,460018,460234,460937,461730,462127,463651,465019	459817,460084,460704,461509,461968,463292,464578,465060
CBG00310.1	457178,457932,458068,458392,458697,459031	457779,457933,458295,458585,458823,459076
CBG00313.1	444257,444638,446814	444373,445736,447392
CBG00314.1	442000,442928	442045,442971
CBG00314.2	442000,442928,443870,443999	442045,442971,443913,444145
CBG00315.1	440117,440693,440933,441116	440165,440695,440934,441160
CBG00316.1	438404,439344	438452,439388
CBG00317.1	434480,435943,436063	434949,435987,436748
CBG00317.2	434480,435943	434949,435987
CBG00319.1	427125,427390,427586,427710,427954,428518,429027,429140,429335,430724	427287,427453,427632,427753,428238,428944,429081,429184,430549,431120
CBG00320a.1	617482,618613,618946,619556	618410,618762,619368,619667
CBG00320b.1	617482,618613,618946,619553	618410,618762,619368,619667
CBG00320c.1	615141,615301,615461,616389,618613,618946,619553	615186,615346,616017,618410,618762,619368,619667
CBG00321.1	621173,621327,621446,622954,624434,625362,626124,627236,628801,629529,630771,631585,632196,633108,633758,634725,635438,637265,638308,639025	621230,621376,622578,624157,625169,625856,626692,628620,629279,630641,631472,631752,632905,633485,634544,635298,636734,638057,638904,640030
CBG00322.1	640775,641153,642111,642277,642575,642839,643606,644103,652057,652318,652571,652634,652699,652854	641042,641900,642111,642449,642627,643450,643903,652002,652102,652365,652616,652635,652745,653243
CBG02193.1	8245829,8245976,8246231,8248206,8248392,8248552,8248865	8245875,8246020,8246272,8248253,8248437,8248599,8248912
CBG02194.1	8241735,8242309,8242679,8242876,8242980,8243277,8243835,8243980,8244154,8244260	8241779,8242407,8242724,8242919,8243025,8243404,8243878,8244053,8244199,8244304
CBG02195.1	8239946	8240036
CBG02196.1	8229467,8230118,8230344,8230560,8231725,8231938,8232517,8232749,8233307,8233609,8233958,8234132,8234277,8234554	8229962,8230165,8230387,8231276,8231766,8232381,8232561,8232793,8233351,8233654,8234027,8234175,8234319,8237941
CBG02198.1	8217968,8218194	8218016,8220128
CBG02199a.1	8215441,8216079,8216751,8216880	8215519,8216633,8216799,8216929
CBG02199b.1	8215441,8216079,8216757,8216880	8215519,8216633,8216799,8216929
CBG02201a.1	8205396,8206133,8206283,8206674,8207969,8208344	8205666,8206187,8206329,8207076,8208248,8208611
CBG02201a.2	8204916,8205396,8206133,8206283,8206674,8207969,8208344	8204932,8205666,8206187,8206329,8207076,8208248,8208611
CBG02201b.1	8205396,8205546,8206133,8206283,8206674,8207969,8208344	8205494,8205666,8206187,8206329,8207076,8208248,8208611
CBG02201b.2	8204916,8205396,8205546,8206133,8206283,8206674,8207969,8208344	8204932,8205494,8205666,8206187,8206329,8207076,8208248,8208611
CBG02204.1	8201681,8201875	8201727,8201932
CBG02205.1	8195643,8195735,8197900,8197959,8198054,8198190,8198739,8198936,8199160,8199356,8199592,8200075,8200669,8200787	8195683,8196717,8197943,8197959,8198097,8198241,8198784,8198982,8199210,8199402,8200004,8200119,8200715,8200829
CBG02206.1	8193152,8193574,8193932,8194488	8193201,8193633,8193977,8195106
CBG02207.1	8189547,8190246,8190487,8191130,8191892	8189982,8190292,8190538,8191177,8191936
CBG02207.2	8190246,8190487,8191130,8191892	8190292,8190538,8191177,8191936
CBG02208.1	8188620,8188759,8188813	8188664,8188760,8188990
CBG02209.1	8187510,8187751	8187557,8187963
CBG02209.2	8187162,8187510,8187751	8187333,8187557,8187963
CBG02210.1	8182706,8182861,8183435,8183647,8183772,8183943,8184116,8184315,8184965,8184983,8185473,8185706,8185947	8182749,8183297,8183479,8183689,8183817,8183988,8184161,8184363,8184966,8185028,8185525,8185751,8186613
CBG02211.1	8181013,8181268,8181588,8181872,8182177	8181060,8181389,8181629,8181920,8182229
CBG02212a.1	8174917,8175150,8176712,8176920,8177299,8177504,8177782,8178277,8178446,8178582,8178868,8179060,8179936,8180232,8180416	8174963,8176418,8176820,8176962,8177350,8177547,8178138,8178322,8178488,8178627,8178916,8179846,8179981,8180276,8180475
CBG02212b.1	8174917,8175150,8176712,8176920,8177299,8177504,8177782,8178277,8178446,8178582,8178868,8179060,8179936,8180121,8180232,8180416	8174963,8176418,8176820,8176962,8177350,8177547,8178138,8178322,8178488,8178627,8178916,8179846,8179981,8180168,8180276,8180475
CBG02213.1	8174301,8174494	8174347,8174542
CBG02214.1	8170882,8171029,8171356,8171700,8172004,8172337,8172507,8172952,8173588	8170936,8171072,8171402,8171744,8172052,8172383,8172549,8172995,8173630
CBG02215.1	8165654,8165796,8165916,8166420,8166604,8166893,8167237,8167661,8168076,8168765	8165709,8165842,8166212,8166501,8166654,8166934,8167522,8167706,8168142,8168808
CBG02216.1	8165084,8165209	8165126,8165249
CBG02217.1	8163548,8163835,8164107,8164288	8163716,8163891,8164152,8164367
CBG02218.1	8162519,8163034	8162572,8163090
CBG02219.1	8160975,8161103,8161252	8161018,8161146,8161648
CBG02220.1	8158524,8158889,8159138,8159309,8159553,8159740,8160374,8160528	8158573,8158956,8159189,8159356,8159599,8159784,8160420,8160572
CBG02221.1	8152455,8152637,8152818,8153004,8153160,8153348,8153627,8153967,8154192,8154597,8154831,8155426,8155686,8155886,8156289,8156535	8152501,8152680,8152870,8153048,8153203,8153393,8153675,8154037,8154237,8154640,8154877,8155468,8155729,8155928,8156342,8156578
CBG02223a.1	8144646,8145284	8144720,8145338
CBG02223b.1	8145284	8145338
CBG02224.1	8143688,8144017	8143739,8144058
CBG02225.1	8142283,8142477	8142331,8142523
CBG02229.1	8136437,8136559,8136956,8137847,8137981,8138246,8138819,8138923,8139153,8139332,8139478	8136483,8136608,8137744,8137893,8138026,8138751,8138866,8138974,8139200,8139377,8139526
CBG02230.1	8135013,8135193,8135443,8135651,8135816,8140615,8140774,8140905	8135058,8135244,8135490,8135696,8140560,8140661,8140818,8140983
CBG02231.1	8131513,8131707,8132164,8132405,8132632,8132779,8132949,8133154	8131557,8132010,8132245,8132448,8132679,8132827,8132993,8133625
CBG02233.1	8120507,8120950,8121540,8121678	8120553,8121341,8121588,8121724
CBG02234.1	8116803,8117111,8117532,8117827,8117991,8118334,8118468	8116988,8117437,8117595,8117872,8118253,8118378,8118511
CBG02235.1	8115791,8115923,8116137,8116234	8115831,8115967,8116184,8116281
CBG02237.1	8109767,8110252,8110448,8110977,8111141,8111333,8111596,8112243,8112447,8112775	8109811,8110299,8110489,8111021,8111182,8111375,8111646,8112290,8112490,8112879
CBG02238.1	8108647,8109004	8108692,8109050
CBG02239.1	8104441,8104659,8104916	8104485,8104701,8104962
CBG02240a.1	8102406,8102599,8102737,8102875	8102453,8102644,8102779,8103462
CBG02240b.1	8102413,8102599,8102737,8102875	8102453,8102644,8102779,8103462
CBG02241.1	8101054,8101476,8101871	8101281,8101517,8101919
CBG02242a.1	8092276,8092494,8092938,8093413,8093946,8095480	8092325,8092545,8092982,8093463,8095404,8097961
CBG02242b.1	8093714,8093946,8095480	8093715,8095404,8097961
CBG02243.1	8083535	8083591
CBG02245.1	8084922,8085230,8085455	8084965,8085278,8085507
CBG02246.1	8075018,8075363	8075063,8075704
CBG02247.1	8074045,8074225,8075018,8075363	8074130,8074271,8075063,8075704
CBG02248.1	8070399,8070770,8071221,8071508,8071721,8071992,8072351,8072892,8073102	8070636,8070817,8071409,8071552,8071772,8072032,8072771,8072935,8073193
CBG02248.2	8070399,8070770,8071221,8071508,8071721,8071992,8072351,8072892,8073102,8073303	8070636,8070817,8071409,8071552,8071772,8072032,8072771,8072935,8073193,8073371
CBG02249a.1	8068536,8068667,8068878,8069309,8069497,8069753	8068580,8068709,8069146,8069358,8069579,8069796
CBG02249b.1	8068536,8068667,8068878,8069309,8069753	8068580,8068709,8069146,8069579,8069796
CBG02250.1	8065146,8065938,8066210,8066518,8067376	8065309,8065981,8066291,8067211,8067421
CBG02251.1	8064017,8064572	8064063,8064618
CBG02252.1	8059212,8059436,8059988,8060365	8059282,8059489,8060028,8060412
CBG02253.1	8055823	8056016
CBG02254.1	8054320	8054368
CBG02255.1	8053098,8053589	8053407,8053635
CBG02256.1	8046183,8046488,8046681,8046813,8047289,8047595,8049623,8050028,8050266,8050557,8050818,8051142,8051256,8051431	8046227,8046537,8046724,8046858,8047333,8049419,8049663,8050076,8050307,8050598,8050964,8051186,8051300,8051476
CBG02258a.1	8044349,8044568,8044739,8044889,8045247,8045512,8045654	8044390,8044617,8044781,8044934,8045289,8045560,8045701
CBG02258b.1	8044349,8044425,8044568,8044739,8044889,8045247,8045512,8045654	8044390,8044467,8044617,8044781,8044934,8045289,8045560,8045701
CBG02259.1	8043286	8043557
CBG02260.1	8042217,8042585	8042258,8042630
CBG02261.1	8040410,8040834	8040498,8040970
CBG03699.1	5607999	5608048
CBG03700.1	5610275,5610506,5610755,5611147,5611332,5611502,5611690,5611802,5612575,5612707,5612904,5613067	5610322,5610553,5610920,5611197,5611373,5611544,5611735,5612337,5612620,5612749,5612947,5613110
CBG03701a.1	5615332,5615487	5615374,5615528
CBG03701b.1	5613561,5613916,5615332,5615487	5613605,5615126,5615374,5615528
CBG03702.1	5614219,5614619	5614391,5614667
CBG03703.1	5617453,5617791,5618186,5618349,5618483,5618725,5619006,5619620	5617498,5617833,5618233,5618395,5618530,5618774,5619053,5619665
CBG03706.1	5628970,5629301,5629560,5630639,5630878,5632167,5632618,5632733,5632814	5629014,5629344,5629601,5630768,5630927,5632215,5632665,5632776,5633088
CBG03707.1	5633887,5634101	5633930,5634393
CBG03708.1	5639108,5639875,5640298	5639154,5639920,5640344
CBG03709.1	5641264,5641892,5642061,5642416,5642827,5643028,5643147	5641308,5641936,5642105,5642465,5642875,5643068,5643365
CBG03709.2	5641264,5641892,5642061,5642416,5642827,5643028	5641308,5641936,5642105,5642465,5642875,5643068
CBG03709.3	5641264,5641892,5642061,5642416,5642827,5643028,5643147,5643452	5641308,5641936,5642105,5642465,5642875,5643068,5643365,5643505
CBG03710.1	5644670,5645299	5644714,5645344
CBG03711.1	5646278,5646762,5647216,5647452	5646320,5646808,5647264,5647497
CBG03712.1	5648001,5648312	5648056,5648435
CBG03713a.1	5649003,5649167,5649647,5649818,5650178,5650381	5649102,5649459,5649692,5649871,5650224,5650427
CBG03713b.1	5649003,5649393,5649647,5649818,5650178,5650381	5649325,5649459,5649692,5649871,5650224,5650427
CBG03714.1	5656646,5657068,5657229,5657525,5658389	5656997,5657114,5657274,5657570,5658437
CBG03715.1	5659082,5659246	5659129,5659285
CBG03716.1	5659731,5660029,5660147,5660349	5659779,5660073,5660195,5660401
CBG03717.1	5662358,5662467,5662605,5662822	5662407,5662513,5662750,5662865
CBG03720a.1	5668196,5668478,5672810,5673335,5673645	5668345,5672699,5672856,5673555,5673808
CBG03720b.1	5668196,5668478,5669057,5672810,5673335,5673645	5668345,5668846,5672693,5672856,5673555,5673808
CBG03721.1	5675796,5675922,5676059,5676169	5675842,5675969,5676102,5676211
CBG03722.1	5678806	5678850
CBG03723.1	5679413,5680039	5679476,5680082
CBG03724.1	5680834,5680996,5681226,5681374	5680876,5681040,5681269,5681421
CBG03725.1	5680944,5681535,5681807,5682217,5682730,5682899	5681410,5681639,5681849,5682261,5682776,5682944
CBG03726.1	5685952,5686079,5686172,5686310	5686000,5686119,5686219,5686350
CBG03727.1	5687234,5687455,5688624,5689179,5689325	5687279,5687518,5688808,5689238,5689380
CBG03730.1	5691929,5692607,5692860	5691974,5692651,5692905
CBG03731.1	5694526,5694759	5694570,5694801
CBG03732.1	5695574,5695801,5696472	5695619,5695845,5696518
CBG03733a.1	5696935,5697229,5697659,5697843,5698513,5699068,5700782,5701603,5702022,5702226	5697135,5697613,5697706,5698360,5698938,5700619,5701523,5701880,5702109,5702849
CBG03733b.1	5696935,5697659,5697843,5698513,5699068,5700782,5701603,5702022,5702226	5697613,5697706,5698360,5698938,5700619,5701523,5701880,5702109,5703131
CBG03736.1	5706261,5706490	5706308,5706540
CBG03737.1	5708964,5709115	5709011,5709165
CBG03739.1	5714698,5714894,5715080,5715410,5715707	5714742,5714938,5715128,5715458,5715753
CBG03740.1	5717286,5717419	5717327,5717461
CBG03741.1	5718310,5718662	5718368,5718715
CBG03744.1	5719393,5719578,5719746,5720005,5720228,5720406,5725841	5719450,5719622,5719854,5720054,5720275,5725672,5726243
CBG03745.1	5727068,5727267,5727641,5727990	5727113,5727313,5727686,5728303
CBG03746.1	5731811,5732101,5732764,5733730,5734199	5731921,5732150,5733598,5734026,5735413
